session_id,session_date,app_name,app_category,device,user_age_group,user_tech_savvy,intended_action,total_dark_patterns_found,total_pattern_instances,hidden_fees,fake_urgency,pre_checked_boxes,confirmshaming,sneaked_into_basket,hard_to_cancel,false_social_proof,forced_continuity,roach_motel,misdirection,price_comparison_blocking,trick_questions,disguised_ads,bait_and_switch,time_spent_minutes,intended_spend_usd,actual_spend_usd,extra_charges_usd,action_outcome,completed_intended_action,frustration_score,would_use_again
S-911154,2025-11-10,CleanShop-Ethical,E-commerce,Desktop,18-24,Medium,buy_one_item,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.5,40,40,0,completed_purchase,1,1.4,1
S-905879,2024-08-02,OpenApp-Freemium,Productivity,Mobile,25-34,Medium,try_free_trial,2,5,0,0,0,0,0,0,0,4,0,0,0,0,1,0,6.6,0,27.42,27.42,signed_up,1,2.3,1
S-911828,2024-12-18,QuickStream-Video,Subscription,Mobile,45-54,Low,cancel_subscription,4,9,0,0,0,3,0,1,0,0,3,2,0,0,0,0,6.6,0,0,0,gave_up_cancelling,0,5.1,1
S-900929,2025-08-12,FairBook-Travel,Travel,Mobile,35-44,Medium,book_cheapest_option,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,150,150,0,completed_booking,1,1.2,1
S-905474,2024-09-23,MegaShop-Ecommerce,E-commerce,Mobile,18-24,High,buy_one_item,4,14,4,0,4,0,2,0,4,0,0,0,0,0,0,0,15.5,40,171.45,131.45,completed_purchase,1,7.5,0
S-909521,2024-08-30,QuickStream-Video,Subscription,Tablet,35-44,High,cancel_subscription,5,9,0,0,2,3,1,2,0,0,0,1,0,0,0,0,9.3,0,22.2,22.2,completed_cancellation,1,4.2,0
S-903464,2025-01-23,SocialFeed-App,Social Media,Tablet,25-34,Medium,check_notifications,4,6,0,0,0,0,0,2,0,0,0,1,0,1,2,0,5.0,0,0,0,completed_purchase,1,3.7,0
S-900315,2025-07-23,FoodFast-Delivery,Food Delivery,Mobile,45-54,High,order_dinner,4,12,3,1,4,0,4,0,0,0,0,0,0,0,0,0,12.8,25,25,143.76,noticed_hidden_fee_abandoned,0,5.2,0
S-905375,2025-10-18,NewsHub-Media,News/Media,Desktop,35-44,High,read_one_article,4,12,0,0,0,1,0,0,0,3,4,0,0,0,4,0,8.2,0,0,0,completed_purchase,1,5.0,1
S-907127,2025-10-13,FoodFast-Delivery,Food Delivery,Desktop,55+,Low,order_dinner,3,8,1,0,4,0,3,0,0,0,0,0,0,0,0,0,10.4,25,148.23,123.23,completed_purchase,1,4.2,1
S-906790,2024-06-20,QuickStream-Video,Subscription,Mobile,35-44,Low,cancel_subscription,7,15,1,0,2,2,0,3,0,3,3,1,0,0,0,0,9.0,0,0,64.78,gave_up_cancelling,0,7.8,1
S-909855,2024-10-13,SocialFeed-App,Social Media,Tablet,45-54,High,check_notifications,5,9,0,1,0,0,0,1,0,0,2,0,0,3,2,0,4.9,0,0,0,completed_purchase,1,3.9,0
S-905850,2025-05-17,FairBook-Travel,Travel,Mobile,55+,Low,book_cheapest_option,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.8,150,157.67,7.67,completed_booking,1,2.1,1
S-905667,2024-10-21,QuickStream-Video,Subscription,Mobile,55+,Medium,cancel_subscription,3,9,0,0,0,3,0,0,0,4,2,0,0,0,0,0,10.2,0,20.84,20.84,completed_cancellation,1,5.2,0
S-902377,2024-12-08,FairBook-Travel,Travel,Desktop,25-34,Medium,book_cheapest_option,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.4,150,155.95,5.95,completed_booking,1,1,1
S-906368,2025-04-04,TravelDeal-Booking,Travel,Mobile,35-44,Medium,book_cheapest_option,6,11,4,1,1,0,0,0,2,0,0,0,2,1,0,0,17.6,150,150,41.73,noticed_hidden_fee_abandoned,0,5.8,1
S-910037,2025-02-15,QuickStream-Video,Subscription,Mobile,18-24,Medium,cancel_subscription,5,6,0,0,0,1,0,1,0,1,1,2,0,0,0,0,7.6,0,13.33,13.33,completed_cancellation,1,3.6,1
S-901485,2025-06-10,SocialFeed-App,Social Media,Mobile,55+,Low,check_notifications,3,8,0,0,0,0,0,2,0,0,0,0,0,2,4,0,7.0,0,0,0,completed_purchase,1,4.9,1
S-900435,2025-04-17,FairBook-Travel,Travel,Mobile,25-34,Low,book_cheapest_option,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,150,150,0,completed_booking,1,1,1
S-903279,2024-11-27,FoodFast-Delivery,Food Delivery,Desktop,55+,High,order_dinner,3,5,1,0,2,0,2,0,0,0,0,0,0,0,0,0,7.5,25,59.71,34.71,completed_purchase,1,3.6,1
S-911095,2024-06-13,FitPro-Subscription,Fitness SaaS,Mobile,35-44,Low,cancel_subscription,5,9,0,0,0,2,0,2,0,1,0,0,0,3,1,0,8.5,0,0,25.57,gave_up_cancelling,0,4.6,1
S-907735,2025-03-13,FairBook-Travel,Travel,Mobile,18-24,Medium,book_cheapest_option,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,150,150,0,completed_booking,1,1.6,1
S-908822,2024-11-19,SocialFeed-App,Social Media,Desktop,45-54,High,check_notifications,4,8,0,0,0,0,0,0,0,0,2,2,0,3,1,0,4.8,0,0,0,completed_purchase,1,3.9,0
S-906017,2025-06-07,CleanShop-Ethical,E-commerce,Desktop,25-34,High,buy_one_item,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6.0,40,40,0,completed_purchase,1,1.2,1
S-906566,2025-06-15,NewsHub-Media,News/Media,Desktop,18-24,Medium,read_one_article,5,7,0,1,0,2,0,0,0,1,2,1,0,0,0,0,7.6,0,26.54,26.54,completed_purchase,1,4.5,1
S-906252,2024-08-17,QuickStream-Video,Subscription,Mobile,55+,Low,cancel_subscription,5,11,0,0,2,4,0,2,0,2,1,0,0,0,0,0,7.7,0,0,48.51,gave_up_cancelling,0,4.7,0
S-909082,2025-03-06,QuickStream-Video,Subscription,Mobile,45-54,High,cancel_subscription,4,10,0,0,0,2,0,3,0,3,2,0,0,0,0,0,9.5,0,0,0,completed_cancellation,1,4.0,1
S-909313,2025-10-18,TravelDeal-Booking,Travel,Desktop,25-34,Medium,book_cheapest_option,4,5,0,1,1,0,0,0,1,0,0,0,0,0,0,2,12.2,150,150,63.09,abandoned_cart,0,2.6,1
S-908769,2025-09-21,QuickStream-Video,Subscription,Mobile,35-44,High,cancel_subscription,4,9,0,0,1,3,0,0,0,0,4,1,0,0,0,0,5.7,0,7.23,7.23,completed_cancellation,1,4.1,0
S-904775,2025-07-31,SocialFeed-App,Social Media,Mobile,18-24,Low,check_notifications,5,12,0,0,0,0,0,1,0,0,1,4,0,4,2,0,9.5,0,0,0,completed_purchase,1,5.0,1
S-907132,2025-04-25,MegaShop-Ecommerce,E-commerce,Mobile,18-24,Medium,buy_one_item,4,10,0,2,3,0,0,0,3,0,0,0,0,0,0,2,11.9,40,80.58,40.58,completed_purchase,1,5.5,0
S-909806,2025-09-12,FoodFast-Delivery,Food Delivery,Mobile,45-54,Low,order_dinner,2,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,5.2,25,25,35.45,noticed_hidden_fee_abandoned,0,3.6,0
S-910154,2025-10-31,SocialFeed-App,Social Media,Tablet,25-34,Medium,check_notifications,2,7,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7.3,0,0,0,completed_purchase,1,3.4,1
S-910601,2024-08-25,FitPro-Subscription,Fitness SaaS,Mobile,18-24,High,cancel_subscription,5,11,0,0,0,2,0,3,0,3,1,0,0,2,0,0,10.5,0,0,0,completed_cancellation,1,5.5,0
S-908474,2025-04-09,FitPro-Subscription,Fitness SaaS,Mobile,25-34,Low,cancel_subscription,4,8,0,0,0,0,0,3,0,2,2,0,0,1,0,0,7.1,0,0,22.88,gave_up_cancelling,0,4.3,1
S-902771,2025-01-27,OpenApp-Freemium,Productivity,Tablet,18-24,Low,try_free_trial,2,4,0,1,0,0,0,0,0,3,0,0,0,0,0,0,8.0,0,19.21,19.21,signed_up,1,3.1,1
S-911637,2025-08-25,SocialFeed-App,Social Media,Mobile,35-44,High,check_notifications,4,8,0,0,0,0,0,0,0,0,1,4,0,2,1,0,8.0,0,0,0,completed_purchase,1,3.5,1
S-901098,2025-11-06,TravelDeal-Booking,Travel,Mobile,55+,Medium,book_cheapest_option,4,7,0,1,0,0,0,0,2,0,0,0,2,2,0,0,15.1,150,150,0,completed_booking,1,4.4,1
S-905049,2024-09-05,SocialFeed-App,Social Media,Desktop,45-54,Low,check_notifications,6,14,1,0,1,0,0,0,0,0,1,4,0,3,4,0,11.4,0,14.17,14.17,completed_purchase,1,5.9,1
S-908948,2025-04-27,FoodFast-Delivery,Food Delivery,Mobile,18-24,High,order_dinner,2,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5.3,25,57.09,32.09,completed_purchase,1,1.8,1
S-908254,2024-07-29,NewsHub-Media,News/Media,Desktop,45-54,Medium,read_one_article,3,5,0,0,0,2,0,0,0,2,0,0,0,0,1,0,4.1,0,14.15,14.15,completed_purchase,1,2.0,1
S-911861,2024-06-23,NewsHub-Media,News/Media,Mobile,35-44,High,read_one_article,5,11,0,0,1,2,0,0,0,0,4,0,0,1,3,0,10.3,0,3.67,3.67,completed_purchase,1,5.4,0
S-905653,2025-04-15,QuickStream-Video,Subscription,Mobile,18-24,Low,cancel_subscription,3,6,0,0,0,4,0,1,1,0,0,0,0,0,0,0,7.5,0,0,0,completed_cancellation,1,2.9,1
S-909203,2025-01-29,NewsHub-Media,News/Media,Tablet,18-24,Low,read_one_article,3,5,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3.6,0,0,0,completed_purchase,1,3.0,1
S-907440,2024-11-11,FairBook-Travel,Travel,Mobile,55+,Medium,book_cheapest_option,3,4,1,0,2,0,0,1,0,0,0,0,0,0,0,0,11.5,150,166.51,16.51,completed_booking,1,3.3,1
S-910794,2025-11-20,FitPro-Subscription,Fitness SaaS,Mobile,35-44,High,cancel_subscription,5,10,0,0,0,3,0,1,0,2,0,0,0,2,2,0,7.8,0,0,0,completed_cancellation,1,5.8,1
S-904978,2025-06-25,FitPro-Subscription,Fitness SaaS,Mobile,45-54,Low,cancel_subscription,4,7,0,0,0,1,0,2,0,0,1,0,0,3,0,0,5.6,0,0,0,gave_up_cancelling,0,3.8,1
S-905390,2025-09-24,TravelDeal-Booking,Travel,Mobile,35-44,High,book_cheapest_option,6,11,4,3,1,0,0,0,1,0,0,0,1,1,0,0,17.5,150,173.28,23.28,completed_booking,1,5.0,0
S-909502,2025-07-01,MegaShop-Ecommerce,E-commerce,Mobile,35-44,High,buy_one_item,6,15,4,4,3,0,0,1,2,0,0,0,0,0,0,1,10.7,40,117.98,77.98,completed_purchase,1,7.1,0
S-908872,2025-05-25,CleanShop-Ethical,E-commerce,Desktop,45-54,Medium,buy_one_item,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.3,40,40,0,completed_purchase,1,1,1
S-909775,2025-08-31,TravelDeal-Booking,Travel,Mobile,45-54,High,book_cheapest_option,5,13,3,4,1,0,0,0,3,0,0,0,0,2,0,0,14.2,150,190.64,40.64,completed_booking,1,5.9,1
S-904141,2025-08-20,TravelDeal-Booking,Travel,Mobile,45-54,Medium,book_cheapest_option,6,18,3,4,0,0,0,0,4,0,0,0,3,2,0,2,19.6,150,150,64.68,noticed_hidden_fee_abandoned,0,9.1,0
S-903768,2024-12-29,MegaShop-Ecommerce,E-commerce,Mobile,35-44,Low,buy_one_item,6,10,1,1,2,0,1,0,4,0,0,0,0,0,0,1,12.4,40,40,71.69,abandoned_cart,0,5.1,1
S-909537,2025-09-14,FairBook-Travel,Travel,Mobile,55+,Medium,book_cheapest_option,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.6,150,161.72,11.72,completed_booking,1,1.2,1
S-910820,2025-11-11,FitPro-Subscription,Fitness SaaS,Mobile,18-24,Low,cancel_subscription,4,13,0,0,0,3,0,2,0,4,0,0,0,4,0,0,12.8,0,0,17.31,gave_up_cancelling,0,5.3,1
S-900615,2025-11-21,TravelDeal-Booking,Travel,Desktop,18-24,Low,book_cheapest_option,6,15,4,3,2,0,0,0,3,0,0,0,1,0,0,2,19.8,150,150,97.45,noticed_hidden_fee_abandoned,0,6.6,1
S-905893,2024-07-23,CleanShop-Ethical,E-commerce,Tablet,35-44,Low,buy_one_item,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.4,40,40,0,completed_purchase,1,1.7,1
S-905219,2025-01-24,QuickStream-Video,Subscription,Desktop,18-24,Low,cancel_subscription,5,10,0,0,1,2,0,4,0,2,1,0,0,0,0,0,6.8,0,0,21.28,gave_up_cancelling,0,5.7,1
S-903424,2024-06-02,FoodFast-Delivery,Food Delivery,Mobile,55+,High,order_dinner,4,7,3,1,2,0,1,0,0,0,0,0,0,0,0,0,6.3,25,66.67,41.67,completed_purchase,1,4.5,0
S-910162,2024-06-10,QuickStream-Video,Subscription,Tablet,18-24,Medium,cancel_subscription,5,11,0,0,2,3,0,3,0,2,1,0,0,0,0,0,10.8,0,0,49.02,gave_up_cancelling,0,5.8,0
S-900351,2025-04-27,FitPro-Subscription,Fitness SaaS,Desktop,18-24,Medium,cancel_subscription,4,10,0,0,0,0,0,4,0,3,1,0,0,2,0,0,7.0,0,25.35,25.35,completed_cancellation,1,4.2,1
S-901390,2025-02-12,FairBook-Travel,Travel,Tablet,18-24,Low,book_cheapest_option,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,150,150,0,completed_booking,1,1.1,1
S-900829,2025-11-25,NewsHub-Media,News/Media,Tablet,25-34,Medium,read_one_article,4,7,0,0,0,0,0,0,0,1,4,0,1,0,1,0,4.5,0,26.4,26.4,completed_purchase,1,4.6,1
S-907885,2024-11-27,QuickStream-Video,Subscription,Desktop,25-34,Low,cancel_subscription,3,5,0,0,1,3,0,0,0,1,0,0,0,0,0,0,6.7,0,38.79,38.79,completed_cancellation,1,3.4,1
S-906727,2025-07-24,FoodFast-Delivery,Food Delivery,Mobile,45-54,High,order_dinner,4,10,2,2,2,0,4,0,0,0,0,0,0,0,0,0,11.8,25,153.33,128.33,completed_purchase,1,5.9,0
S-901626,2025-02-20,FairBook-Travel,Travel,Mobile,25-34,High,book_cheapest_option,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,150,150,0,completed_booking,1,1.3,1
S-909881,2025-03-25,FairBook-Travel,Travel,Desktop,35-44,High,book_cheapest_option,3,4,0,0,2,1,0,0,0,0,0,0,0,1,0,0,13.1,150,178.41,28.41,completed_booking,1,2.9,1
S-910608,2025-05-28,QuickStream-Video,Subscription,Mobile,35-44,Low,cancel_subscription,4,9,0,0,2,0,0,2,0,4,1,0,0,0,0,0,8.8,0,54.38,54.38,completed_cancellation,1,3.6,1
S-904679,2025-07-17,OpenApp-Freemium,Productivity,Desktop,35-44,High,try_free_trial,2,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,6.4,0,0,0,signed_up,1,2.7,1
S-911863,2025-08-05,FoodFast-Delivery,Food Delivery,Desktop,18-24,Medium,order_dinner,4,5,1,0,0,0,1,0,0,1,0,2,0,0,0,0,5.7,25,68.54,43.54,completed_purchase,1,3.6,1
S-909589,2024-09-15,FairBook-Travel,Travel,Mobile,18-24,High,book_cheapest_option,3,4,0,0,2,0,0,0,1,0,0,1,0,0,0,0,12.6,150,158.46,8.46,completed_booking,1,2.3,1
S-910738,2024-12-06,MegaShop-Ecommerce,E-commerce,Mobile,45-54,Low,buy_one_item,5,15,4,3,3,0,0,0,4,0,0,0,0,0,0,1,11.1,40,40,91.15,noticed_hidden_fee_abandoned,0,7.4,0
S-904795,2025-03-17,FairBook-Travel,Travel,Desktop,25-34,Medium,book_cheapest_option,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11.3,150,179.56,29.56,completed_booking,1,1.3,1
S-908031,2024-09-22,QuickStream-Video,Subscription,Tablet,35-44,Medium,cancel_subscription,5,8,0,0,1,4,0,0,0,1,1,1,0,0,0,0,6.5,0,33.91,33.91,completed_cancellation,1,4.2,0
S-904007,2025-11-12,SocialFeed-App,Social Media,Desktop,45-54,High,check_notifications,4,8,0,0,0,0,0,0,0,0,1,4,0,1,2,0,4.6,0,0,0,completed_purchase,1,4.1,1
S-900576,2024-10-20,QuickStream-Video,Subscription,Mobile,25-34,Low,cancel_subscription,4,7,0,0,0,1,1,0,0,1,4,0,0,0,0,0,6.9,0,47.31,47.31,completed_cancellation,1,4.2,1
S-909794,2024-07-12,MegaShop-Ecommerce,E-commerce,Mobile,35-44,High,buy_one_item,6,14,1,4,3,0,2,0,2,0,0,0,0,0,0,2,10.7,40,161.78,121.78,completed_purchase,1,6.3,0
S-909964,2025-05-02,FitPro-Subscription,Fitness SaaS,Desktop,25-34,High,cancel_subscription,4,10,0,0,0,0,0,4,0,3,1,0,0,0,2,0,8.2,0,0,0,completed_cancellation,1,4.4,1
S-910003,2024-12-20,MegaShop-Ecommerce,E-commerce,Mobile,18-24,Low,buy_one_item,5,12,2,4,4,0,0,0,0,0,0,0,0,1,0,1,13.0,40,110.86,70.86,completed_purchase,1,6.3,1
S-909064,2025-05-18,QuickStream-Video,Subscription,Desktop,25-34,High,cancel_subscription,5,14,0,0,2,4,0,0,0,3,3,2,0,0,0,0,12.8,0,16.29,16.29,completed_cancellation,1,5.9,1
S-909556,2025-01-03,FitPro-Subscription,Fitness SaaS,Mobile,55+,High,cancel_subscription,4,8,0,0,0,3,0,1,0,3,1,0,0,0,0,0,7.5,0,0,0,completed_cancellation,1,4.4,1
S-909093,2024-12-26,MegaShop-Ecommerce,E-commerce,Mobile,35-44,High,buy_one_item,7,11,4,1,0,0,1,0,2,0,0,1,0,0,1,1,9.6,40,81.06,41.06,completed_purchase,1,4.9,0
S-907883,2024-08-24,OpenApp-Freemium,Productivity,Tablet,55+,High,try_free_trial,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.1,0,0,0,signed_up,1,1,1
S-903806,2024-10-25,FoodFast-Delivery,Food Delivery,Desktop,18-24,High,order_dinner,5,14,4,2,4,0,3,0,1,0,0,0,0,0,0,0,11.7,25,111.87,86.87,completed_purchase,1,6.1,0
S-903927,2025-01-08,NewsHub-Media,News/Media,Mobile,55+,Low,read_one_article,4,9,0,0,0,2,0,0,0,2,0,1,0,0,4,0,8.6,0,16.29,16.29,completed_purchase,1,4.2,1
S-906196,2024-07-31,MegaShop-Ecommerce,E-commerce,Mobile,55+,High,buy_one_item,5,12,3,3,1,0,1,0,4,0,0,0,0,0,0,0,13.4,40,63.13,23.13,completed_purchase,1,5.8,1
S-909532,2024-07-15,SocialFeed-App,Social Media,Mobile,18-24,Low,check_notifications,2,5,0,0,0,0,0,0,0,0,0,4,0,0,1,0,5.8,0,0,0,completed_purchase,1,3.5,1
S-906222,2024-12-16,OpenApp-Freemium,Productivity,Desktop,45-54,Medium,try_free_trial,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,signed_up,1,2.4,1
S-910587,2025-09-30,NewsHub-Media,News/Media,Mobile,18-24,Low,read_one_article,4,7,0,0,0,0,0,0,0,2,3,1,0,0,1,0,4.2,0,22.44,22.44,completed_purchase,1,4.7,1
S-908793,2025-11-02,FoodFast-Delivery,Food Delivery,Desktop,18-24,Medium,order_dinner,5,14,4,2,4,1,3,0,0,0,0,0,0,0,0,0,8.5,25,25,75.64,noticed_hidden_fee_abandoned,0,5.9,1
S-902887,2024-11-07,FairBook-Travel,Travel,Mobile,25-34,Low,book_cheapest_option,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,12.3,150,179.43,29.43,completed_booking,1,1.9,1
S-901697,2024-06-05,OpenApp-Freemium,Productivity,Desktop,45-54,Medium,try_free_trial,3,5,0,0,0,1,0,0,0,2,0,0,0,2,0,0,8.8,0,15.71,15.71,signed_up,1,2.5,1
S-900549,2024-11-27,TravelDeal-Booking,Travel,Mobile,55+,Medium,book_cheapest_option,4,10,4,3,0,0,0,0,2,0,0,0,0,1,0,0,14.4,150,196.35,46.35,completed_booking,1,4.1,0
S-902247,2025-01-22,MegaShop-Ecommerce,E-commerce,Desktop,18-24,Low,buy_one_item,4,8,2,2,3,0,0,0,1,0,0,0,0,0,0,0,10.0,40,56.72,16.72,completed_purchase,1,4.7,1
S-905902,2024-10-15,FoodFast-Delivery,Food Delivery,Mobile,35-44,Medium,order_dinner,5,12,4,0,3,0,3,0,0,1,0,0,0,0,1,0,12.5,25,25,112.25,noticed_hidden_fee_abandoned,0,6.3,1
S-910857,2024-09-28,QuickStream-Video,Subscription,Desktop,25-34,Medium,cancel_subscription,5,15,0,0,0,3,0,4,0,4,2,2,0,0,0,0,12.4,0,0,21.08,gave_up_cancelling,0,6.5,1
S-902304,2025-07-12,TravelDeal-Booking,Travel,Mobile,18-24,Medium,book_cheapest_option,5,11,3,1,0,0,0,0,0,0,0,0,3,2,0,2,14.1,150,233.84,83.84,completed_booking,1,5.3,1
S-905070,2025-04-16,TravelDeal-Booking,Travel,Mobile,18-24,Low,book_cheapest_option,8,21,4,4,2,1,0,0,3,0,0,0,4,2,0,1,25.4,150,198.55,48.55,completed_booking,1,8.7,1
S-909110,2025-08-02,QuickStream-Video,Subscription,Mobile,45-54,Medium,cancel_subscription,4,5,0,0,0,1,0,2,0,0,1,1,0,0,0,0,4.7,0,0,0,completed_cancellation,1,2.9,1
S-909360,2024-12-26,SocialFeed-App,Social Media,Mobile,45-54,Medium,check_notifications,7,15,0,0,1,0,0,0,1,0,2,4,0,2,4,1,9.8,0,24.58,24.58,completed_purchase,1,7.3,0
S-906866,2025-11-02,QuickStream-Video,Subscription,Desktop,18-24,Medium,cancel_subscription,6,12,0,0,1,1,0,1,0,4,4,1,0,0,0,0,9.9,0,34.37,34.37,completed_cancellation,1,6.1,1
S-902135,2025-09-28,NewsHub-Media,News/Media,Tablet,35-44,High,read_one_article,5,11,0,0,0,2,0,0,0,2,1,2,0,0,4,0,10.2,0,0,0,completed_purchase,1,5.7,0
S-911567,2025-07-23,FitPro-Subscription,Fitness SaaS,Mobile,35-44,Medium,cancel_subscription,5,15,0,0,0,4,0,3,0,3,0,0,0,3,2,0,7.8,0,0,10.22,gave_up_cancelling,0,7.4,0
S-903198,2024-12-22,OpenApp-Freemium,Productivity,Tablet,25-34,Medium,try_free_trial,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.6,0,0,0,signed_up,1,2.0,1
S-909271,2025-06-29,NewsHub-Media,News/Media,Tablet,35-44,High,read_one_article,4,10,0,0,0,2,0,0,0,2,4,2,0,0,0,0,5.4,0,0,0,completed_purchase,1,4.0,1
S-903794,2025-07-06,CleanShop-Ethical,E-commerce,Tablet,25-34,Low,buy_one_item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,40,40,0,completed_purchase,1,1,1
S-909993,2025-05-11,NewsHub-Media,News/Media,Mobile,25-34,High,read_one_article,3,6,0,0,0,0,0,0,0,1,4,0,0,0,1,0,5.6,0,0,0,completed_purchase,1,3.4,1
S-900935,2024-09-29,MegaShop-Ecommerce,E-commerce,Mobile,18-24,High,buy_one_item,4,6,3,1,0,0,1,0,0,1,0,0,0,0,0,0,8.0,40,83.43,43.43,completed_purchase,1,3.1,1
S-907532,2025-11-11,OpenApp-Freemium,Productivity,Mobile,25-34,Low,try_free_trial,2,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6.2,0,17.41,17.41,signed_up,1,1.3,1
S-910112,2025-03-29,OpenApp-Freemium,Productivity,Mobile,55+,Low,try_free_trial,2,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,6.5,0,18.38,18.38,signed_up,1,1.9,1
S-908690,2025-02-06,TravelDeal-Booking,Travel,Mobile,18-24,High,book_cheapest_option,5,10,2,2,0,0,0,0,4,0,0,0,1,0,0,1,17.4,150,174.78,24.78,completed_booking,1,5.5,1
S-902141,2024-12-19,TravelDeal-Booking,Travel,Desktop,45-54,Medium,book_cheapest_option,7,11,1,4,2,0,0,0,1,0,0,0,1,1,0,1,18.6,150,191.77,41.77,completed_booking,1,5.2,0
S-909649,2025-04-28,FoodFast-Delivery,Food Delivery,Mobile,35-44,Medium,order_dinner,4,7,1,0,1,0,4,0,0,0,0,1,0,0,0,0,8.2,25,80.49,55.49,completed_purchase,1,2.9,0
S-907668,2025-01-07,MegaShop-Ecommerce,E-commerce,Mobile,45-54,High,buy_one_item,5,11,3,4,0,0,0,1,2,0,0,0,0,0,0,1,10.6,40,40,45.67,noticed_hidden_fee_abandoned,0,4.5,0
S-908578,2025-07-24,QuickStream-Video,Subscription,Tablet,45-54,Low,cancel_subscription,6,9,0,0,1,2,0,2,0,2,1,0,0,1,0,0,6.8,0,17.5,17.5,completed_cancellation,1,4.9,1
S-903555,2024-09-04,TravelDeal-Booking,Travel,Mobile,55+,High,book_cheapest_option,5,11,3,4,0,0,0,0,1,0,0,0,2,1,0,0,14.4,150,178.7,28.7,completed_booking,1,5.3,1
S-905195,2025-05-31,FitPro-Subscription,Fitness SaaS,Desktop,55+,Low,cancel_subscription,4,11,0,0,0,3,0,0,0,3,2,0,0,3,0,0,7.8,0,0,14.39,gave_up_cancelling,0,6.3,0
S-903695,2024-11-15,FairBook-Travel,Travel,Tablet,25-34,High,book_cheapest_option,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.6,150,150,0,completed_booking,1,1,1
S-909956,2025-09-06,QuickStream-Video,Subscription,Mobile,18-24,Medium,cancel_subscription,4,6,0,0,0,2,0,2,0,1,0,1,0,0,0,0,7.5,0,12.51,12.51,completed_cancellation,1,2.7,0
S-901395,2025-05-13,FairBook-Travel,Travel,Desktop,55+,Low,book_cheapest_option,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11.6,150,180.0,30.0,completed_booking,1,1.9,1
S-907216,2025-10-26,CleanShop-Ethical,E-commerce,Mobile,55+,Medium,buy_one_item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,40,40,0,completed_purchase,1,1,1
S-908083,2025-11-18,FairBook-Travel,Travel,Desktop,18-24,Medium,book_cheapest_option,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11.5,150,161.38,11.38,completed_booking,1,1.8,1
S-909869,2024-12-24,CleanShop-Ethical,E-commerce,Desktop,25-34,Medium,buy_one_item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,40,40,0,completed_purchase,1,1.6,1
S-900875,2025-10-09,CleanShop-Ethical,E-commerce,Mobile,45-54,Medium,buy_one_item,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.4,40,64.91,24.91,completed_purchase,1,2.4,1
S-906604,2025-06-23,FoodFast-Delivery,Food Delivery,Mobile,45-54,High,order_dinner,3,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,6.1,25,25,11.09,noticed_hidden_fee_abandoned,0,3.3,0
S-904952,2024-08-29,MegaShop-Ecommerce,E-commerce,Desktop,35-44,Medium,buy_one_item,6,12,0,1,2,0,2,0,4,0,1,0,0,0,0,2,11.7,40,40,100.7,abandoned_cart,0,6.7,0
S-910185,2025-03-06,CleanShop-Ethical,E-commerce,Mobile,35-44,High,buy_one_item,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.8,40,42.93,2.93,completed_purchase,1,1,1
S-907231,2025-06-24,FoodFast-Delivery,Food Delivery,Tablet,45-54,High,order_dinner,3,7,2,1,0,0,4,0,0,0,0,0,0,0,0,0,7.6,25,105.81,80.81,completed_purchase,1,3.6,0
